Hst Nr.,Hst Name,Ort,Gkz,Orts ID,Gültigkeit,Steig,Bereich Nr.,Steigname,RBL Nr.,Kurzbezeichnung,Globale ID,X-Koordinate (STVH),Y-Koordinate (STVH),Georeferenz (STVH),Straßenname,Format,Vitrine,Buchsatz,Aushangfahrplan,ZOB,EFA,DFI Zieltext (Anzeigepriorität),Fußgänger,Radfahrer,Motor. Straßenverkehr,Bevorrechtigter IV (Busse),Eisenbahn,Straßenbahn,U-Bahn,Schiff,X,Y
4176,Industriepark/Gradnerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,0,ost,2,,at:46:4176:0:1,680587,790506,26977,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.419212,47.020946
4176,Industriepark/Gradnerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,west,0,west,1,,at:46:4176:0:2,680556,790499,26977,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.418804,47.021006
4177,Payer-Weyprecht-Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,4,,at:46:4177:0:1,680807,787304,29233,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.421614,47.049768
4177,Payer-Weyprecht-Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus2,0,baus2,3,,at:46:4177:0:2,680847,787284,2009007564,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.422137,47.049952
4177,Payer-Weyprecht-Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus3,0,baus3,2,,at:46:4177:0:3,680828,787253,2009027526,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.421882,47.050229
4177,Payer-Weyprecht-Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4177:0:4,680856,787296,2009007564,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.422257,47.049845
4179,Negrelligasse unten,Graz,46001001,3,10.06.2001 - 24.12.2500,baus,1,baus,2,,at:46:4179:0:1,679303,782523,2009007944,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.401071,47.092607
4179,Negrelligasse unten,Graz,46001001,3,10.06.2001 - 24.12.2500,bein,1,bein,1,,at:46:4179:0:2,679293,782524,2009007944,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.400940,47.092597
4180,Nibelungengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4180:0:1,683593,785011,2009027122,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.457936,47.070678
4180,Nibelungengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4180:0:2,683599,784996,2009027122,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.458012,47.070813
4180,Nibelungengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein2,0,bein2,3,,at:46:4180:0:3,683625,785000,31747,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.458355,47.070780
4181,Vorauer Kapelle,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4181:0:1,685616,782936,2009005716,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.484269,47.089542
4181,Vorauer Kapelle,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4181:0:2,685604,782929,2009005716,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.484110,47.089603
4182,Wetzelsdorfer Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4182:0:1,679432,786143,28025,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403339,47.060064
4182,Wetzelsdorfer Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4182:0:2,679424,786133,28025,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403232,47.060153
4183,Reininghausstraße,Graz,46001001,3,10.06.2001 - 24.12.2500,baus,1,baus,1,,at:46:4183:0:1,679430,785774,28027,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403254,47.063382
4183,Reininghausstraße,Graz,46001001,3,10.06.2001 - 24.12.2500,baus1,2,baus1,4,,at:46:4183:0:2,679428,785706,28031,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403217,47.063994
4183,Reininghausstraße,Graz,46001001,3,10.06.2001 - 24.12.2500,baus2,3,baus2,5,,at:46:4183:0:3,679426,785657,28031,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403183,47.064434
4183,Reininghausstraße,Graz,46001001,3,10.06.2001 - 24.12.2500,bein,1,bein,2,,at:46:4183:0:4,679420,785770,28027,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403122,47.063417
4183,Reininghausstraße,Graz,46001001,3,10.06.2001 - 24.12.2500,bein1,2,bein1,3,,at:46:4183:0:5,679419,785696,28031,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403097,47.064083
4184,Seidenhofstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,ein,2,ein,2,,at:46:4184:0:1,679413,785520,27978,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.402991,47.065665
4184,Seidenhofstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,aus,1,aus,1,,at:46:4184:0:2,679417,785428,27979,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403029,47.066493
4185,Tyroltgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,nord,0,nord,1,,at:46:4185:0:1,678956,786012,27650,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.397053,47.061191
4185,Tyroltgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,sued,0,sued,2,,at:46:4185:0:2,678937,786015,27650,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.396804,47.061162
4186,Erlengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4186:0:1,680586,783027,28683,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.418045,47.088211
4186,Erlengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4186:0:2,680578,783032,28683,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.417941,47.088165
4187,Zweierbosniakengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4187:0:1,678868,788400,2009027148,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.396273,47.039704
4187,Zweierbosniakengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4187:0:2,678881,788400,2009027148,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.396444,47.039705
4188,Karlauer Kirche,Graz,46001001,3,21.07.1999 - 24.12.2500,ein,0,ein,1,,at:46:4188:0:1,681521,786143,2009006918,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430833,47.060284
4188,Karlauer Kirche,Graz,46001001,3,21.07.1999 - 24.12.2500,aus,0,aus,2,,at:46:4188:0:2,681509,786121,2009006918,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430671,47.060481
4189,Steinfeldfriedhof,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4189:0:1,680729,785311,26646,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.420281,47.067684
4189,Steinfeldfriedhof,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4189:0:2,680738,785260,26633,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.420391,47.068144
4190,Tannhof,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,2,baus,5,,at:46:4190:0:1,685756,781373,2009005191,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.485889,47.103613
4190,Tannhof,Graz,46001001,3,21.07.1999 - 24.12.2500,ein,1,ein,1,ein,at:46:4190:0:2,685871,781450,2009022039,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,15.487415,47.102932
4190,Tannhof,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,2,bein,4,,at:46:4190:0:3,685766,781347,2009005191,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.486017,47.103848
4190,Tannhof,Graz,46001001,3,21.07.1999 - 24.12.2500,aus,1,aus,2,aus,at:46:4190:0:4,685891,781435,2009005076,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,15.487676,47.103068
4191,Dornschneidergasse,Graz,46001001,3,21.07.1999 - 24.12.2500,ein,0,ein,2,,at:46:4191:0:1,681676,787383,29644,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.433061,47.049148
4191,Dornschneidergasse,Graz,46001001,3,21.07.1999 - 24.12.2500,aus,0,aus,3,,at:46:4191:0:2,681671,787406,29644,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.432999,47.048941
4192,Alte Technik,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,1,,at:46:4192:0:1,683000,785120,2009025578,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.450146,47.069637
4194,Alt-Eggenberg,Graz,46001001,3,21.07.1999 - 24.12.2500,ein,0,ein,2,,at:46:4194:0:1,678712,784191,2009008080,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.393553,47.077542
4194,Alt-Eggenberg,Graz,46001001,3,21.07.1999 - 24.12.2500,aus,0,aus,3,,at:46:4194:0:2,678720,784190,2009008080,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.393658,47.077552
4195,St. Lukas,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,1,,at:46:4195:0:1,680842,785683,2009017096,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.421825,47.064351
4198,Theyergasse,Graz,46001001,3,21.07.1999 - 24.12.2500,ebus,0,ebus,2,,at:46:4198:0:1,682741,787802,31067,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.447137,47.045489
4198,Theyergasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4198:0:2,682612,787852,2009007208,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.445448,47.045026
4199,Tummelplatz,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4199:0:1,682558,785034,30914,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.444314,47.070366
4199,Tummelplatz,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4199:0:2,682553,785045,30914,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.444250,47.070266
4199,Tummelplatz,Graz,46001001,3,21.07.1999 - 24.12.2500,bein1,0,bein1,3,,at:46:4199:0:3,682572,785040,2009027533,,Voreinstellung,Ja,Nein,Nein,Nein,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.444500,47.070313
4200,Palais Trauttmansdorff/Urania,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,1,,at:46:4200:0:1,682410,784982,30824,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.442358,47.070818
4201,Schauspielhaus,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4201:0:1,682328,784782,2009045069,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.441249,47.072609
4201,Schauspielhaus,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4201:0:2,682323,784777,2009045069,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.441182,47.072653
4202,Paulustor,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4202:0:1,682376,784329,2009016397,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.441813,47.076688
4202,Paulustor,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4202:0:2,682345,784346,2009022123,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.441407,47.076532
4203,Rosenberg,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,1,baus,1,,at:46:4203:0:1,682827,783793,30989,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.447670,47.081555
4203,Rosenberg,Graz,46001001,3,21.07.1999 - 24.12.2500,baus2,2,baus2,2,,at:46:4203:0:2,682725,783916,2009043815,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.446345,47.080438
4204,Geidorf,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,1,,at:46:4204:0:1,682747,783698,30987,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.446602,47.082401
4205,Fischeraustraße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4205:0:1,679889,781979,28283,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.408704,47.097563
4205,Fischeraustraße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4205:0:2,679895,781991,28283,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.408785,47.097456
4206,Tiefentalweg,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,1,Hausmannstätten,1,,at:46:4206:0:1,685636,789249,33626,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.485436,47.032764
4206,Tiefentalweg,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,1,Graz,2,,at:46:4206:0:2,685638,789242,33626,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.485462,47.032827
4207,Bründlweg,Raaba,46006035,4,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4207:0:1,686304,789197,2009022143,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.494216,47.033297
4208,Uni/RESOWI,Graz,46001001,3,21.07.1999 - 24.12.2500,schl,0,schleife,1,,at:46:4208:0:1,683134,784153,31366,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.451766,47.078348
4209,Ikea,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,0,ost,2,,at:46:4209:0:1,680814,789260,2009027499,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.422007,47.032176
4209,Ikea,Graz,46001001,3,21.07.1999 - 24.12.2500,west,0,west,1,,at:46:4209:0:2,680797,789249,2009027499,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.421781,47.032274
4211,Ruckerlberggasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4211:0:1,683904,785407,26649,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.462088,47.067148
4211,Ruckerlberggasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4211:0:2,683895,785371,26649,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.461964,47.067470
4212,Peter-Tunner-Gasse,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,0,ost,2,,at:46:4212:0:1,679510,783790,27935,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403996,47.081235
4212,Peter-Tunner-Gasse,Graz,46001001,3,21.07.1999 - 24.12.2500,west,0,west,1,,at:46:4212:0:2,679485,783787,27935,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403667,47.081259
4213,Stregengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4213:0:1,679087,789128,26885,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.399268,47.033180
4213,Stregengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4213:0:2,679100,789126,26885,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.399439,47.033199
4214,Schule Puntigam,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,0,ost,2,,at:46:4214:0:1,681211,790309,26956,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.427389,47.022783
4214,Schule Puntigam,Graz,46001001,3,21.07.1999 - 24.12.2500,west,0,west,1,,at:46:4214:0:2,681210,790300,26956,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.427375,47.022864
4215,Am Leopoldsgrund,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,0,ost,2,,at:46:4215:0:1,681059,790346,26961,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.425396,47.022435
4215,Am Leopoldsgrund,Graz,46001001,3,21.07.1999 - 24.12.2500,west,0,west,1,,at:46:4215:0:2,681044,790339,26961,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.425197,47.022496
4216,Spitzäckerweg,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,0,ost,2,,at:46:4216:0:1,680294,790558,2009007752,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.415367,47.020448
4216,Spitzäckerweg,Graz,46001001,3,21.07.1999 - 24.12.2500,west,0,west,1,,at:46:4216:0:2,680303,790548,2009007752,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.415484,47.020538
4217,Kudlichweg,Graz,46001001,3,21.07.1999 - 24.12.2500,ost2,2,ost2,4,,at:46:4217:0:1,679761,790463,26974,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.408343,47.021245
4217,Kudlichweg,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,1,ost,2,,at:46:4217:0:2,679718,790452,26973,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.407775,47.021340
4217,Kudlichweg,Graz,46001001,3,21.07.1999 - 24.12.2500,west,1,west,1,,at:46:4217:0:3,679723,790433,26973,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.407838,47.021511
4217,Kudlichweg,Graz,46001001,3,21.07.1999 - 24.12.2500,west2,2,west2,3,,at:46:4217:0:4,679769,790446,26974,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.408445,47.021399
4218,Lerchengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,nord,0,nord,1,,at:46:4218:0:1,679313,784507,27954,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.401515,47.074765
4218,Lerchengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,sued,0,sued,2,,at:46:4218:0:2,679305,784492,27954,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.401408,47.074899
4219,Franz-Pratter-Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,nord,0,nord,1,,at:46:4219:0:1,679392,784170,2009005434,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.402502,47.077804
4219,Franz-Pratter-Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,sued,0,sued,2,,at:46:4219:0:2,679380,784179,2009005434,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.402346,47.077722
4220,Resselgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,0,ost,1,,at:46:4220:0:1,679963,783653,26469,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.409939,47.082515
4220,Resselgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,west,0,west,2,,at:46:4220:0:2,679877,783667,26471,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.408809,47.082380
4221,Carnerigasse-West,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4221:0:1,681341,783149,29503,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.428006,47.087193
4221,Carnerigasse-West,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4221:0:2,681360,783182,29503,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.428261,47.086898
4222,Ragnitztalweg,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,Laßnitzhöhe,2,,at:46:4222:0:1,687354,784576,15129,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.507385,47.074959
4222,Ragnitztalweg,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,Graz,1,,at:46:4222:0:2,687375,784567,15128,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.507660,47.075042
4223,Steinbruchweg unten,Graz,46001001,3,10.06.2001 - 24.12.2500,baus,1,baus,1,,at:46:4223:0:1,679535,783090,2009043509,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.404216,47.087533
4223,Steinbruchweg unten,Graz,46001001,3,10.06.2001 - 24.12.2500,bein,1,bein,2,,at:46:4223:0:2,679529,783092,2009043509,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.404137,47.087514
4224,Lenaugasse,Graz,46001001,3,03.07.1999 - 24.12.2500,ein,1,ein,1,,at:46:4224:0:1,683612,784044,31607,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.458043,47.079377
4224,Lenaugasse,Graz,46001001,3,03.07.1999 - 24.12.2500,aus,1,aus,2,,at:46:4224:0:2,683611,784079,31608,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.458035,47.079062
4225,Rechbauerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,ein2,0,ein2,1,,at:46:4225:0:1,683218,785227,31403,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.453031,47.068697
4225,Rechbauerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,ein,0,ein,2,,at:46:4225:0:2,683204,785207,31402,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.452844,47.068876
4225,Rechbauerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,aus,0,aus,3,,at:46:4225:0:3,683185,785225,31401,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.452597,47.068712
