Hst Nr.,Hst Name,Ort,Gkz,Orts ID,Gültigkeit,Steig,Bereich Nr.,Steigname,RBL Nr.,Kurzbezeichnung,Globale ID,X-Koordinate (STVH),Y-Koordinate (STVH),Georeferenz (STVH),Straßenname,Format,Vitrine,Buchsatz,Aushangfahrplan,ZOB,EFA,DFI Zieltext (Anzeigepriorität),Fußgänger,Radfahrer,Motor. Straßenverkehr,Bevorrechtigter IV (Busse),Eisenbahn,Straßenbahn,U-Bahn,Schiff,X,Y
4133,Panoramagasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4133:0:1,683510,783509,26454,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.456621,47.084178
4133,Panoramagasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus2,0,baus2,3,,at:46:4133:0:2,683541,783468,2009010431,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.457023,47.084550
4133,Panoramagasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4133:0:3,683498,783450,26445,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.456454,47.084708
4134,Kapelle,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4134:0:1,684508,785458,26650,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.470046,47.066749
4134,Kapelle,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4134:0:2,684520,785441,26650,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.470201,47.066903
4135,Sonnenhang,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,Hönigtal,2,,at:46:4135:0:1,685390,785443,26651,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.481654,47.066971
4135,Sonnenhang,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,Graz Dietrichsteinplatz,1,,at:46:4135:0:2,685350,785448,26651,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.481128,47.066923
4136,Schloss Lustbühel,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4136:0:1,686568,785098,26617,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.497111,47.070189
4136,Schloss Lustbühel,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4136:0:2,686586,785096,26617,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.497348,47.070209
4137,Auf der Tändelwiese,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4137:0:1,681302,787016,26781,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.428084,47.052410
4137,Auf der Tändelwiese,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4137:0:2,681322,787043,26781,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.428351,47.052169
4138,Albert-Schweitzer-Gasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4138:0:1,681518,785933,2009006918,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430761,47.062173
4138,Albert-Schweitzer-Gasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4138:0:2,681534,785916,2009006918,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430969,47.062327
4139,Griesplatz/Zweiglgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,ein,0,ein,1,,at:46:4139:0:1,681580,785680,30084,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.431539,47.064455
4139,Griesplatz/Zweiglgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein2,0,bein2,2,,at:46:4139:0:2,681567,785748,30089,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.431378,47.063842
4140,Sartorigasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4140:0:1,685129,784152,26539,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.478032,47.078557
4141,Rauchleitenstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4141:0:1,685696,784210,2009005870,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.485505,47.078091
4141,Rauchleitenstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4141:0:2,685679,784199,2009005870,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.485280,47.078188
4142,Posthof,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4142:0:1,686062,782631,26377,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.490099,47.092328
4142,Posthof,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4142:0:2,686048,782617,26377,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.489913,47.092453
4143,Rieshang,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4143:0:1,685788,782824,26391,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.486518,47.090566
4143,Rieshang,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4143:0:2,685771,782827,26391,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.486295,47.090537
4144,Hahnhofweg,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4144:0:1,684854,783175,2009005738,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.474269,47.087317
4144,Hahnhofweg,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4144:0:2,684833,783190,2009005738,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.473995,47.087180
4145,Roßmanngasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4145:0:1,684704,783394,26439,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.472326,47.085332
4145,Roßmanngasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4145:0:2,684697,783388,26439,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.472233,47.085386
4146,Aspasiagasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4146:0:1,684514,783555,26460,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.469848,47.083865
4146,Aspasiagasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4146:0:2,684554,783491,26449,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.470365,47.084445
4147,Billrothgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4147:0:1,684462,783636,26468,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.469175,47.083132
4147,Billrothgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4147:0:2,684450,783633,26468,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.469016,47.083158
4148,Schmied König,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4148:0:1,687737,781568,33425,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.512010,47.102050
4148,Schmied König,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4148:0:2,687729,781562,33425,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.511904,47.102103
4149,Rohrbachfeld,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4149:0:1,687405,781844,26315,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.507676,47.099536
4149,Rohrbachfeld,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4149:0:2,687395,781839,26315,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.507543,47.099580
4150,Meichenitschbrücke,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4150:0:1,687176,782088,26343,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.504694,47.097319
4150,Meichenitschbrücke,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4150:0:2,687166,782082,26343,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.504561,47.097372
4151,Brodtrager,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4151:0:1,686822,782251,26358,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.500054,47.095819
4151,Brodtrager,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4151:0:2,686800,782255,26358,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.499765,47.095781
4152,Starhemberggasse,Graz,46001001,3,21.07.1999 - 24.12.2500,nord,0,nord,1,,at:46:4152:0:1,680164,784297,2009007921,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.412686,47.076744
4152,Starhemberggasse,Graz,46001001,3,21.07.1999 - 24.12.2500,sued,0,sued,2,,at:46:4152:0:2,680151,784299,2009007921,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.412515,47.076725
4153,Dreierschützeng./H.-List-Halle,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4153:0:1,680034,784099,28352,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.410944,47.078511
4153,Dreierschützeng./H.-List-Halle,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4153:0:2,680048,784101,28352,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.411128,47.078495
4154,Hödlweg,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,1,baus,2,,at:46:4154:0:1,679720,784182,26556,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.406823,47.077731
4154,Hödlweg,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,1,bein,1,,at:46:4154:0:2,679710,784188,26556,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.406692,47.077676
4154,Hödlweg,Graz,46001001,3,21.07.1999 - 24.12.2500,bein2,2,bein2,3,,at:46:4154:0:3,679741,784214,28351,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.407104,47.077446
4155,Blümelstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,1,baus,2,,at:46:4155:0:1,679638,783939,27936,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.405705,47.079908
4155,Blümelstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,1,bein,1,,at:46:4155:0:2,679644,783950,27936,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.405786,47.079810
4155,Blümelstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein2,2,bein,3,,at:46:4155:0:3,679591,783999,27937,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.405096,47.079364
4156,Algersdorfer Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,1,baus,2,,at:46:4156:0:1,679389,783978,2009005430,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.402433,47.079531
4156,Algersdorfer Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus2,2,baus2,4,,at:46:4156:0:2,679399,783933,2009007924,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.402557,47.079937
4156,Algersdorfer Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,1,bein,1,,at:46:4156:0:3,679405,783979,2009005430,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.402644,47.079523
4156,Algersdorfer Straße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein2,2,bein2,3,,at:46:4156:0:4,679386,783932,2009007924,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.402386,47.079944
4157,Gradnerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,78ein,0,78ein,5,,at:46:4157:0:1,681491,790195,26952,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.431054,47.023838
4157,Gradnerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4157:0:2,681478,790207,26952,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430885,47.023729
4157,Gradnerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,62ein,0,62ein,3,,at:46:4157:0:3,681503,790226,2009021503,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.431217,47.023560
4157,Gradnerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,78aus,0,78aus,6,,at:46:4157:0:4,681474,790260,2009042490,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430841,47.023251
4157,Gradnerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4157:0:5,681491,790178,26952,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.431052,47.023991
4157,Gradnerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,62aus,0,62aus,4,,at:46:4157:0:6,681454,790226,2009042492,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430572,47.023555
4158,Blumengasse,Neuseiersberg,46006044,2,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4158:0:1,681451,790848,2009011086,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430628,47.017961
4158,Blumengasse,Neuseiersberg,46006044,2,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4158:0:2,681461,790827,70682,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.430756,47.018151
4159,Pfarrzentrum St. Johannes,Graz,46001001,3,21.07.1999 - 24.12.2500,raus,2,raus,3,,at:46:4159:0:1,681386,787616,26814,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.429280,47.047022
4159,Pfarrzentrum St. Johannes,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,1,baus,1,,at:46:4159:0:2,681351,787362,2009007608,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.428781,47.049303
4159,Pfarrzentrum St. Johannes,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,1,bein,2,,at:46:4159:0:3,681372,787371,2009007608,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.429059,47.049224
4160,Hohenstaufengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4160:0:1,681090,786096,2009027083,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.425153,47.060662
4160,Hohenstaufengasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4160:0:2,681128,786145,2009027083,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.425660,47.060225
4161,Schrödingerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,1,baus,2,,at:46:4161:0:1,680890,784066,29122,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.422208,47.078899
4161,Schrödingerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,baus1,2,baus1,4,,at:46:4161:0:2,680726,784122,29114,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.420058,47.078378
4161,Schrödingerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,1,bein,1,,at:46:4161:0:3,680849,784074,29115,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.421670,47.078822
4161,Schrödingerstraße,Graz,46001001,3,21.07.1999 - 24.12.2500,bein1,2,bein1,3,,at:46:4161:0:4,680716,784127,29114,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.419927,47.078332
4162,Eisteichsiedlung,Graz,46001001,3,21.07.1999 - 24.12.2500,schl,0,schleife,1,,at:46:4162:0:1,684524,785757,32204,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.470300,47.064062
4163,Hans-Brandstetter-Gasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,2,baus,2,,at:46:4163:0:1,684295,786043,2009007083,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.467328,47.061467
4163,Hans-Brandstetter-Gasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,1,bein,1,,at:46:4163:0:2,684325,786059,2009007084,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.467725,47.061326
4164,Bad zur Sonne,Graz,46001001,3,10.06.2001 - 24.12.2500,baus,0,baus,2,,at:46:4164:0:1,681588,785092,30055,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.431554,47.069744
4164,Bad zur Sonne,Graz,46001001,3,10.06.2001 - 24.12.2500,bein,0,bein,1,,at:46:4164:0:2,681625,785107,30056,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.432044,47.069613
4165,Steinbruchweg oben,Graz,46001001,3,10.06.2001 - 24.12.2500,baus,2,baus,1,,at:46:4165:0:1,679424,783211,26443,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.402773,47.086433
4166,Negrelligasse oben,Graz,46001001,3,10.06.2001 - 24.12.2500,baus,2,baus,2,,at:46:4166:0:1,679021,782637,2009007946,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.397376,47.091552
4167,Mosconweg,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,1,,at:46:4167:0:1,685291,784137,26531,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.480162,47.078708
4168,Feldgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,2,baus,2,,at:46:4168:0:1,681254,786738,26765,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.427409,47.054905
4168,Feldgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,ein,1,ein,1,,at:46:4168:0:2,681171,786820,29212,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.426330,47.054159
4168,Feldgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,2,bein,3,,at:46:4168:0:3,681281,786770,26766,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.427770,47.054620
4168,Feldgasse,Graz,46001001,3,21.07.1999 - 24.12.2500,aus,1,aus,1,,at:46:4168:0:4,681193,786802,29216,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.426616,47.054323
4169,Amselgasse,Graz,46001001,3,10.06.2001 - 24.12.2500,aus,0,aus,1,,at:46:4169:0:1,680932,786820,29210,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.423184,47.054134
4170,Katzianergasse,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4170:0:1,683369,785258,31626,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.455024,47.068434
4170,Katzianergasse,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4170:0:2,683361,785250,31626,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.454917,47.068505
4171,Felix-Dahn-Platz,Graz,46001001,3,21.07.1999 - 24.12.2500,baus,0,baus,2,,at:46:4171:0:1,683220,785445,31406,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.453090,47.066737
4171,Felix-Dahn-Platz,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4171:0:2,683204,785382,31404,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.452870,47.067302
4172,Daungasse/Wasserturm,Graz,46001001,3,21.07.1999 - 24.12.2500,west,4,west,4,,at:46:4172:0:1,680246,784737,28717,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.413834,47.072796
4172,Daungasse/Wasserturm,Graz,46001001,3,21.07.1999 - 24.12.2500,baus2,3,baus2,3,,at:46:4172:0:2,680284,784754,28392,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.414337,47.072647
4172,Daungasse/Wasserturm,Graz,46001001,3,21.07.1999 - 24.12.2500,nord,2,nord,1,,at:46:4172:0:3,680271,784712,2009045879,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.414159,47.073023
4172,Daungasse/Wasserturm,Graz,46001001,3,21.07.1999 - 24.12.2500,ost,4,ost,5,,at:46:4172:0:4,680243,784750,28717,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.413796,47.072679
4172,Daungasse/Wasserturm,Graz,46001001,3,21.07.1999 - 24.12.2500,sued2,1,sued2,6,,at:46:4172:0:6,680233,784581,28384,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.413638,47.074197
4172,Daungasse/Wasserturm,Graz,46001001,3,21.07.1999 - 24.12.2500,sued,2,sued,2,,at:46:4172:0:5,680264,784713,2009045879,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.414067,47.073014
4173,St.-Peter-Pfarrweg,Graz,46001001,3,21.07.1999 - 24.12.2500,bein,0,bein,1,,at:46:4173:0:1,684798,786175,2009007145,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.473967,47.060329
4174,Breitenweg,Graz,46001001,3,03.11.2002 - 24.12.2500,ein,0,ein,2,,at:46:4174:0:1,684870,786258,2009007145,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.474927,47.059590
4174,Breitenweg,Graz,46001001,3,03.11.2002 - 24.12.2500,bein,0,bein,1,,at:46:4174:0:2,684845,786379,32646,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.474615,47.058499
4174,Breitenweg,Graz,46001001,3,03.11.2002 - 24.12.2500,aus,0,aus,3,,at:46:4174:0:3,684850,786263,2009007145,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,15.474664,47.059543
